BALANCE,CREDIT_LIMIT,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,alto,baixo,médio,baixa,muito baixo,baixo
médio,baixo,médio,médio,baixa,baixo,médio
alto,médio,médio,baixo,nenhuma,médio,baixo
baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,alto,baixa,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
alto,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,médio,baixa,médio,médio
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,moderada,baixo,médio
médio,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,alto,médio,alto,moderada,muito baixo,baixo
alto,alto,médio,alto,alta,médio,alto
alto,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,médio,alto,baixa,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,baixo,alto,moderada,muito baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
alto,médio,médio,alto,moderada,médio,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,baixo,nenhuma,médio,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,alto,médio,nenhuma,médio,baixo
alto,alto,alto,alto,alta,médio,alto
baixo,alto,médio,alto,alta,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,alto,alto,médio,moderada,baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
baixo,alto,alto,alto,moderada,muito baixo,baixo
baixo,médio,médio,alto,alta,muito baixo,baixo
alto,médio,alto,alto,alta,médio,médio
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
muito baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,médio,baixa,médio,baixo
alto,médio,alto,alto,alta,médio,médio
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
alto,alto,baixo,médio,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,baixa,muito baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
médio,médio,alto,médio,moderada,médio,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,médio,baixo,baixa,baixo,baixo
alto,alto,médio,alto,alta,baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,médio,baixa,médio,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,baixo,médio
alto,médio,baixo,baixo,baixa,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,moderada,médio,baixo
médio,alto,baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,médio,baixa,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,alto,alto,moderada,muito baixo,baixo
médio,médio,baixo,médio,baixa,muito baixo,baixo
médio,médio,médio,médio,moderada,médio,baixo
baixo,alto,alto,alto,alta,médio,alto
médio,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,médio,alto,baixa,muito baixo,baixo
alto,alto,médio,médio,moderada,médio,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,baixo,médio
médio,médio,baixo,baixo,nenhuma,baixo,baixo
alto,alto,médio,médio,baixa,muito baixo,baixo
muito baixo,alto,alto,alto,alta,muito baixo,baixo
alto,alto,alto,alto,moderada,médio,médio
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
baixo,baixo,médio,alto,moderada,médio,alto
muito baixo,alto,baixo,médio,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
baixo,médio,alto,alto,alta,médio,médio
baixo,médio,alto,médio,baixa,baixo,médio
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,muito alto,médio,baixo,nenhuma,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,baixo,médio
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
alto,médio,alto,médio,moderada,médio,médio
baixo,médio,médio,médio,moderada,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,alto,alto,alta,médio,alto
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,alto,alto,alta,muito baixo,baixo
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,baixo,médio
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
alto,médio,médio,alto,baixa,muito baixo,baixo
alto,médio,baixo,baixo,nenhuma,baixo,baixo
médio,médio,alto,alto,moderada,médio,médio
muito baixo,médio,médio,médio,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
alto,alto,médio,baixo,baixa,baixo,baixo
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,médio,baixa,médio,baixo
alto,alto,alto,alto,alta,médio,alto
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,baixo,alto,baixa,muito baixo,baixo
alto,alto,baixo,médio,baixa,baixo,médio
alto,alto,médio,alto,moderada,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,alta,baixo,médio
muito baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
médio,médio,baixo,médio,baixa,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,médio,alto,baixa,muito baixo,baixo
baixo,baixo,alto,baixo,nenhuma,médio,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
médio,baixo,baixo,alto,alta,muito baixo,baixo
muito baixo,médio,médio,baixo,nenhuma,médio,baixo
muito baixo,médio,médio,alto,moderada,baixo,baixo
alto,médio,médio,alto,baixa,baixo,alto
alto,alto,baixo,médio,nenhuma,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,médio,baixa,médio,médio
baixo,médio,médio,baixo,baixa,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,alto,baixa,muito baixo,baixo
baixo,baixo,baixo,baixo,baixa,baixo,baixo
médio,alto,baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,alto,alto,moderada,muito baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,alto,moderada,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
muito baixo,médio,alto,alto,moderada,muito baixo,baixo
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
médio,médio,médio,alto,baixa,médio,alto
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,médio,alto
baixo,alto,alto,alto,alta,médio,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,médio,baixo
muito baixo,médio,médio,alto,alta,muito baixo,baixo
baixo,médio,médio,alto,moderada,baixo,baixo
alto,médio,baixo,baixo,nenhuma,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,alto,alta,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,médio
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,alto,alto,moderada,baixo,baixo
médio,baixo,médio,alto,moderada,baixo,baixo
baixo,médio,baixo,médio,moderada,muito baixo,baixo
médio,baixo,baixo,alto,baixa,muito baixo,baixo
alto,alto,médio,alto,alta,baixo,baixo
baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,muito baixo,baixo
médio,médio,médio,baixo,nenhuma,baixo,baixo
médio,alto,médio,alto,moderada,médio,alto
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,alto,baixa,muito baixo,baixo
médio,médio,alto,alto,moderada,médio,alto
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,baixo,médio
médio,baixo,médio,alto,moderada,baixo,alto
baixo,médio,alto,alto,alta,médio,alto
baixo,alto,alto,alto,moderada,médio,alto
muito baixo,baixo,médio,alto,moderada,baixo,alto
médio,baixo,baixo,médio,moderada,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,baixo,nenhuma,médio,baixo
alto,alto,alto,alto,alta,médio,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,médio,moderada,baixo,médio
muito baixo,alto,médio,alto,moderada,baixo,baixo
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,médio,médio,baixa,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,baixo,médio
baixo,baixo,médio,baixo,nenhuma,médio,baixo
alto,alto,alto,alto,moderada,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,baixo,médio,moderada,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,alto,alta,baixo,médio
baixo,médio,muito baixo,médio,nenhuma,muito baixo,baixo
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,muito alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,médio,baixa,muito baixo,baixo
médio,alto,baixo,médio,nenhuma,baixo,médio
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,baixo,baixa,baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,alto,moderada,muito baixo,baixo
médio,médio,alto,baixo,baixa,médio,baixo
alto,alto,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,médio,baixa,baixo,baixo
baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,alto,alto,alta,baixo,médio
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
alto,médio,médio,alto,alta,baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
baixo,médio,alto,médio,moderada,baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
médio,médio,médio,médio,baixa,baixo,médio
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,baixa,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,médio,alto
alto,médio,alto,médio,moderada,médio,médio
médio,médio,alto,alto,alta,médio,alto
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,médio
médio,baixo,alto,alto,alta,médio,alto
baixo,médio,alto,médio,moderada,médio,médio
baixo,médio,médio,alto,moderada,baixo,alto
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
médio,médio,médio,médio,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
baixo,alto,alto,alto,alta,baixo,baixo
muito baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,alto,moderada,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
baixo,médio,alto,alto,alta,médio,médio
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,médio,baixa,muito baixo,baixo
alto,médio,alto,alto,alta,médio,alto
baixo,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
baixo,baixo,médio,alto,alta,muito baixo,baixo
muito baixo,médio,baixo,médio,baixa,baixo,médio
baixo,médio,alto,alto,alta,médio,alto
baixo,médio,baixo,médio,baixa,baixo,médio
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
baixo,alto,alto,baixo,moderada,médio,baixo
alto,alto,alto,alto,alta,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,alto,baixa,baixo,alto
baixo,médio,alto,médio,baixa,médio,baixo
médio,baixo,médio,alto,alta,muito baixo,baixo
baixo,médio,baixo,baixo,baixa,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,moderada,médio,médio
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,baixo,alto
muito baixo,alto,alto,alto,moderada,médio,médio
alto,alto,alto,alto,alta,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,médio
baixo,baixo,médio,alto,moderada,médio,médio
médio,médio,médio,médio,baixa,médio,médio
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
muito baixo,médio,baixo,baixo,baixa,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
muito baixo,alto,alto,alto,alta,baixo,baixo
muito baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
alto,alto,médio,alto,moderada,médio,alto
médio,médio,médio,alto,alta,baixo,baixo
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,alto,alto,alto,alta,médio,médio
baixo,alto,alto,alto,alta,médio,médio
médio,médio,médio,médio,moderada,baixo,médio
baixo,alto,alto,alto,moderada,baixo,médio
médio,baixo,médio,alto,moderada,baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,baixo,baixo
muito baixo,médio,médio,alto,baixa,baixo,baixo
baixo,baixo,baixo,médio,baixa,baixo,baixo
alto,médio,médio,alto,moderada,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,moderada,baixo,baixo
baixo,médio,alto,alto,alta,médio,médio
baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
alto,alto,médio,médio,baixa,médio,médio
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,muito baixo,baixo
médio,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,baixo,baixa,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,médio,baixa,baixo,médio
alto,alto,médio,baixo,nenhuma,baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
muito baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,médio,alto,baixa,baixo,baixo
médio,médio,baixo,alto,moderada,baixo,alto
baixo,médio,médio,alto,baixa,médio,alto
baixo,médio,alto,alto,alta,médio,médio
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,alto,alto,alta,baixo,médio
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,alta,baixo,baixo
baixo,baixo,alto,alto,alta,médio,médio
médio,médio,alto,médio,alta,médio,médio
baixo,alto,alto,baixo,nenhuma,médio,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,alta,baixo,médio
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,alto,alto,alta,médio,médio
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,médio,alto,moderada,muito baixo,baixo
alto,médio,alto,médio,moderada,médio,médio
médio,médio,alto,alto,alta,médio,médio
muito baixo,baixo,médio,alto,alta,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
médio,médio,alto,alto,alta,médio,médio
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,alto,alto,alta,médio,médio
muito baixo,baixo,médio,baixo,nenhuma,muito baixo,baixo
médio,médio,alto,alto,alta,médio,médio
baixo,baixo,alto,alto,moderada,médio,alto
alto,alto,médio,alto,moderada,baixo,médio
médio,médio,alto,alto,moderada,médio,médio
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,baixo,médio,baixa,baixo,baixo
muito baixo,médio,baixo,médio,nenhuma,muito baixo,baixo
médio,baixo,baixo,baixo,baixa,baixo,baixo
alto,alto,alto,alto,alta,médio,baixo
alto,médio,baixo,baixo,nenhuma,baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
alto,médio,médio,alto,moderada,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,alta,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
muito baixo,médio,médio,médio,baixa,baixo,médio
alto,alto,alto,alto,alta,médio,médio
